Key,Summary,Project,Assignee,Description,Status,Issue Type,Created Date,Comments
SH-5567,Need to Share SLA data for all meters on Daily basis,Success Hub,Ritik Kumar,"Hi, Please Share SLA data of SAT-C Meters on daily basis in this Format. because SLA reports is not open in HES.",Review,Service Request,2025-05-05T20:12:44.707+0530,"Jitendra Verma:  Please share SLA for  all meters  below given date in table. | Ritik Kumar:   PFA   | Jitendra Verma:  Please share SLA for  all meters  below given date in table. & also share  24 hrs. LS SLA for 4th May. | Jitendra Verma:  Please share SLA for  all meters  below given date in table. & also share  24 hrs. LS SLA for 5th May. | Ritik Kumar:   PFA:   | Jitendra Verma:   5th May 24hrs DP SLA is not available. please send again. | Jitendra Verma:  Please share SLA for  all meters  below given date in table. & also share  24 hrs. LS SLA for 6th May. | Ritik Kumar:     | Jitendra Verma:  Please share SLA for  all meters  below given date in table. & also share  24 hrs. LS SLA for 7th May. | Ritik Kumar:   PFA   And also, I’m closing this case now as this would need a new ticket for Monday as this week has ended now. | Automation for Jira: Hi Reporter, This Ticket is now moved to Review state and will be closed after T+3 business days. Please review this ticket and re-assign if any further assistance required from App Support"
SH-5564,All commands for LTCT meters are getting failed MCL,Success Hub,Ritik Kumar, All commands for CT meters are getting failed in HES commands. Attaching sheet for reference.    cc:       ,In Progress,Issue,2025-05-05T17:53:47.352+0530,"Ritik Kumar: issue is resolved now, please checka nd let me know if we are good to close the ticket now? | Automation for Jira: Hi Reporter, This Ticket is now moved to Review state and will be closed after T+3 business days. Please review this ticket and re-assign if any further assistance required from App Support | Pratik Thakre:   Odr is working fine but I think GR commands are getting failed I need some time let's wait till tomorrow | Pratik Thakre:  Gr commands are not working for CT meters,   | Pratik Thakre:  Please check GR commands are not running for CT meters"
SH-5562,"11417 meters bills stuck in the validation error code 2047, having temp id is 71",Success Hub,Chandrendra Singh Chauhan," : As discuss, 11417-meter bills are marked invalid by system where error code is 2047. As currently we don’t have the definition of this error code. Can you take it with dev team further so that we can get the detail, accordingly we will check the invalid bills and try to validate it before 7th.    ",Close,Issue,2025-05-05T17:49:15.227+0530,"Manoj Kumar: Update on this: I have Analys these invalid bills having error code is 2047 and found following discrepancy in the data.  1. MD Kw and kva value showing zero. It is observed that this issue only occurred having temp ID is 71.       | Chandrendra Singh Chauhan: Hi   Pls highlight the issue, if you require support from other function.      | Ritik Kumar: Sure      Let's sit together and check if the data is coming badly from the meter for the push data form. We have the raw data; we need to brainstorm on this a bit deeply. If we find an issue related to the engineering team, we’ll raise it with high severity. Secondly, we have already discussed the workaround, we can initiate the DLMS pull commands for these meters’ bills, as DLMS pull is coming with validated bill data    Please let me know when we can connect  CC:   ,    | Ritik Kumar: this is penidng with   now, I have shared the concerning payloads, and now   will get the data check with the manual parsing and share the confirmation if the data parsed properly or no and what data we received so we can compare the data to define if the push is coming as invalid only from meter or anything else. CC:   ,   ,    | Manoj Kumar: Here is update on this: RF NIC sending billing data with 8 TOD zone, which is not supported by temp ID 71.     Additionally, there are two RF NIC version which are recently released.  Currently meters have supplied with RF NIC version 20.5.174.12 which need to upgrade to 20.5.203.12 so that data can parse with temp ID 71. So OTAP need to do on all RF NIC having firmware version is  20.5.174.12.     | Ritik Kumar:   Are we good to close this ticket, since the root cause has been identified, a solution is in place, and a workaround is available? Once the bulk OTAP is completed, the issue should be fully resolved. | Automation for Jira: Hi Reporter, This Ticket is now moved to Review state and will be closed after T+3 business days. Please review this ticket and re-assign if any further assistance required from App Support | Automation for Jira: Dear Reporter, The ticket is closed as no response is received in T+3 days. Please reach out to App Support if any issues or concerns."
SH-5560,"Few affected Meters not generating Billing profile, LS, DP: GVPR Production",Success Hub,Unassigned,"Iusse description: Meters not generating Billing profile, LS, DP. Only instant profiles are captured on real time. There is no increment in billing counter register in  Instant profiles from 2 months above. for OBIS- 0.0.0.1.0.255 Suspect some issue in the meter memory, suggest necessary action for the same on priority since impacting consumer billing. Here are 2 meters BCS and 1 meter HES Data attached for reference. We expect: System engineering to fix this bug if possible, to resolve this through Meter firmware upgrade.",Open,Issue,2025-05-05T16:31:56.315+0530,
SH-5559,Commands getting Failed for TCP meters,Success Hub,Naman,No description,Open,Issue,2025-05-05T16:24:22.650+0530,"Biplob Chutia:  As discussed, Plz check as no commands are success for TCP "
SH-5558,Required Power outage report of April Month (Anvil Arunachal),Success Hub,Nikhil Kumar, Pls Provide the Power outage report of April Month (Anvil Arunachal) Project.,Review,Service Request,2025-05-05T15:27:38.639+0530,"Nikhil Kumar:  PFA the data. | Automation for Jira: Hi Reporter, This Ticket is now moved to Review state and will be closed after T+3 business days. Please review this ticket and re-assign if any further assistance required from App Support"
SH-5557,Add temp ID 96 on staging environment ,Success Hub,Ritik Kumar,"Hi   : We are going to start a field trail of Kmesh Solution in MCL soon. Before start it on prod, we are checking this solution on staging environment. So can you pls add temp ID 96 on staging so that we can start the testing of this solution.  Staging URL:  Crystal Power, Smart Grid Solutions  ",Close,Service Request,2025-05-05T15:13:55.665+0530,"Ritik Kumar: needful has been done and template id for 'AS9005515', 'AS9005529' meters also changes t 96 | Automation for Jira: Hi Reporter, This Ticket is now moved to Review state and will be closed after T+3 business days. Please review this ticket and re-assign if any further assistance required from App Support"
SH-5555,Invalidated bills increasing drastically 60% of project bills getting invalidated,Success Hub,Ayush Rajput,Request to raise a KRT considering following issues in bills faced: 1Phase Kushal R.F meters issues as listed below: 3 Phase Intelli ,Open,Issue,2025-05-05T13:21:00.684+0530,
SH-5554,Sikkim Anvil: Requirement of LS and DP data (SLA hours wise) from DB for the month of January 2025.,Success Hub,Ansh Sharma,"Dear   , Please share the DB data for 8 hours LS, 12 hours LS and DP 24 hours for the month of JAN’25. CC:      FYI only.",Open,Service Request,2025-05-05T13:19:38.696+0530,
SH-5552,All commands are getting failed for old lot of 3P meters MCL,Success Hub,Ritik Kumar, Please check on urgent basis all commands are getting failed for old lot series of 3P meters (MP10000001-MP10002500) in MCL-HES attaching table & sheet for reference.   cc:       ,Close,Issue,2025-05-05T12:54:42.708+0530,"Ritik Kumar: I can see that the last command was passed in any 3P meter was on  2025-04-30 13:11:10.640 | Pratik Thakre:  on this day the routing of all meters was affected | Ritik Kumar: issue is resolved now, please checka nd let me know if we are good to close the ticket now? | Automation for Jira: Hi Reporter, This Ticket is now moved to Review state and will be closed after T+3 business days. Please review this ticket and re-assign if any further assistance required from App Support | Pratik Thakre:  Please check the GR commands are not running for old 3P meters,   | Automation for Jira: Dear Reporter, The ticket is closed as no response is received in T+3 days. Please reach out to App Support if any issues or concerns."
SH-5551,GetBlockLoad Commands for TCP and 4G meters are not initiating.,Success Hub,Shiva Sharma," , There are multiple instances in which GetBlockLoad Commands are not initiated on 4G and TCP meters, impacting SLA and hence leading to SLA breach. Kindly look at this issue. CC:   ",Open,Issue,2025-05-05T12:51:17.016+0530,
SH-5550,Relay of Meters malfunctioning | Tata Power - DDL ,Success Hub,Hitesh Jhalora,Meters found defective with remarks indicating relay malfunctioning: 75168596  – Neutral circuit defective,Open,Issue,2025-05-05T12:45:00.278+0530,
SH-5549,Hologram Seals Damaging in Meters ,Success Hub,Hitesh Jhalora,The hologram seals were found to be damaged; corrective action is recommended.,Open,Issue,2025-05-05T12:42:28.758+0530,
SH-5548,Power Outage events required from 28th to 1st May.,Success Hub,Naman,No description,Review,Service Request,2025-05-05T12:15:18.300+0530,"Naman: PFA the required data - 28-April-01-May_Power_Events.xlsx Let me know if anything is remaining ~ Moving this in review | Automation for Jira: Hi Reporter, This Ticket is now moved to Review state and will be closed after T+3 business days. Please review this ticket and re-assign if any further assistance required from App Support"
